,Date,State,Administered,Series_Complete_Yes
823,2021-11-06,Oklahoma,4573621,1994874
826,2021-11-06,Tennessee,7598741,3276318
827,2021-11-06,Kentucky,5004225,2278795
828,2021-11-06,Colorado,7894746,3568439
829,2021-11-06,Massachusetts,10645692,4821830
832,2021-11-05,Idaho,1754862,789098
833,2021-11-05,South Dakota,1053663,470541
834,2021-11-05,Oregon,5727755,2661407
836,2021-11-05,Colorado,7865202,3564615
837,2021-11-05,Alabama,4939456,2207077
839,2021-11-05,Washington,10519289,4858676
840,2021-11-05,Louisiana,4922556,2225163
841,2021-11-05,Connecticut,5504175,2529755
843,2021-11-05,New York,27902557,13038415
844,2021-11-05,Wisconsin,7480301,3409332
845,2021-11-05,Maryland,8679936,4000327
846,2021-11-05,District of Columbia,1089001,443934
847,2021-11-05,Iowa,3819937,1760389
848,2021-11-05,Kansas,3394516,1557100
854,2021-11-05,California,55017312,24347393
855,2021-11-05,Montana,1217566,542662
856,2021-11-05,Mississippi,3030018,1369214
858,2021-11-05,Massachusetts,10613196,4818711
860,2021-11-05,Ohio,13243738,6085647
861,2021-11-05,West Virginia,1593473,736199
863,2021-11-05,New Hampshire,1957802,859959
864,2021-11-05,Nebraska,2380601,1092256
866,2021-11-05,Arkansas,3299938,1456597
867,2021-11-05,Maine,2016572,953207
868,2021-11-05,North Carolina,12580825,5566902
869,2021-11-05,Indiana,7326180,3365638
870,2021-11-05,South Carolina,5800001,2587217
871,2021-11-05,Wyoming,584989,256237
872,2021-11-05,Oklahoma,4558331,1992503
873,2021-11-05,Illinois,16479320,7696802
875,2021-11-05,Florida,28898628,12882180
876,2021-11-05,Pennsylvania,17935341,7794577
877,2021-11-05,Utah,3765848,1731863
878,2021-11-05,Tennessee,7577527,3273222
879,2021-11-05,Missouri,6887661,3066966
880,2021-11-05,Rhode Island,1594745,754331
881,2021-11-05,Texas,34979258,15536798
882,2021-11-05,Virginia,11981662,5412377
885,2021-11-05,Vermont,1002671,446336
886,2021-11-05,Michigan,11681838,5362760
887,2021-11-05,Georgia,11639557,5149397
888,2021-11-05,New Jersey,12498402,5917377
889,2021-11-05,Kentucky,4985987,2276697
890,2021-11-05,Arizona,8913486,3884433
891,2021-11-05,Delaware,1324094,585705
892,2021-11-05,New Mexico,2874016,1308007
893,2021-11-05,Minnesota,7454832,3466294
894,2021-11-05,Nevada,3693009,1640000
895,2021-11-05,North Dakota,823132,364057
896,2021-11-04,Texas,34907099,15532524
897,2021-11-04,South Carolina,5786565,2585008
898,2021-11-04,Indiana,7308293,3364015
899,2021-11-04,Delaware,1323940,585615
900,2021-11-04,District of Columbia,1085640,443408
903,2021-11-04,Arkansas,3287738,1454573
904,2021-11-04,Vermont,997823,445881
905,2021-11-04,California,54856323,24321573
907,2021-11-04,Mississippi,3022248,1368016
908,2021-11-04,Washington,10492041,4854721
909,2021-11-04,Georgia,11638712,5148931
910,2021-11-04,Maryland,8649939,3996775
912,2021-11-04,North Dakota,818204,363526
913,2021-11-04,Minnesota,7424031,3463757
914,2021-11-04,Massachusetts,10583168,4815714
915,2021-11-04,Connecticut,5489331,2528365
916,2021-11-04,Ohio,13193595,6079963
917,2021-11-04,Kentucky,4969707,2274966
918,2021-11-04,Kansas,3383442,1555774
919,2021-11-04,Pennsylvania,17867712,7785241
920,2021-11-04,Nevada,3685031,1638664
921,2021-11-04,New Hampshire,1952317,857767
922,2021-11-04,Alabama,4926067,2204677
924,2021-11-04,New Jersey,12461932,5913305
927,2021-11-04,Rhode Island,1589882,753884
928,2021-11-04,Utah,3750315,1729045
929,2021-11-04,South Dakota,1047307,468325
930,2021-11-04,Michigan,11642444,5359104
931,2021-11-04,Florida,28838525,12872953
932,2021-11-04,Nebraska,2364098,1090624
933,2021-11-04,Missouri,6866180,3064276
934,2021-11-04,North Carolina,12535459,5543800
935,2021-11-04,Tennessee,7558106,3270354
938,2021-11-04,Oklahoma,4544659,1990041
939,2021-11-04,Wyoming,580451,255655
940,2021-11-04,Colorado,7839543,3561456
941,2021-11-04,Montana,1211065,541907
942,2021-11-04,Oregon,5709574,2659458
944,2021-11-04,Idaho,1747860,788073
945,2021-11-04,Illinois,16434312,7690351
946,2021-11-04,New Mexico,2865675,1306836
947,2021-11-04,Maine,2009298,952454
948,2021-11-04,Arizona,8893654,3881149
949,2021-11-04,Virginia,11944366,5406767
950,2021-11-04,Louisiana,4914606,2223745
951,2021-11-04,Iowa,3796829,1758689
952,2021-11-04,Wisconsin,7455498,3407176
954,2021-11-04,West Virginia,1592582,736026
956,2021-11-04,New York,27838699,13025675
960,2021-11-03,Missouri,6844723,3061344
961,2021-11-03,North Dakota,814242,350947
962,2021-11-03,South Carolina,5768771,2582013
963,2021-11-03,Indiana,7285948,3361619
964,2021-11-03,Utah,3733872,1725887
965,2021-11-03,Michigan,11600123,5354730
966,2021-11-03,Illinois,16363224,7678235
967,2021-11-03,West Virginia,1591974,735819
968,2021-11-03,Oklahoma,4529434,1987280
969,2021-11-03,Kentucky,4950129,2272318
972,2021-11-03,Iowa,3784998,1757512
974,2021-11-03,Maine,1998675,951425
975,2021-11-03,Arizona,8870506,3876474
977,2021-11-03,Maryland,8590289,3989699
978,2021-11-03,Idaho,1740319,786928
979,2021-11-03,Wyoming,580188,255597
980,2021-11-03,Vermont,993641,445532
981,2021-11-03,New Hampshire,1947220,857290
982,2021-11-03,Kansas,3371975,1554352
983,2021-11-03,Alabama,4912357,2202285
984,2021-11-03,Colorado,7816637,3558339
985,2021-11-03,South Dakota,1038214,467032
986,2021-11-03,Texas,34834541,15519133
987,2021-11-03,Rhode Island,1583695,753140
988,2021-11-03,New Jersey,12432848,5909967
989,2021-11-03,Florida,28762796,12860793
992,2021-11-03,Washington,10456450,4850161
993,2021-11-03,North Carolina,12495235,5538370
994,2021-11-03,Delaware,1323750,585496
995,2021-11-03,Nebraska,2363841,1090517
996,2021-11-03,Oregon,5692361,2657465
997,2021-11-03,Massachusetts,10540525,4811369
999,2021-11-03,Montana,1205825,541283
1000,2021-11-03,Tennessee,7534365,3266856
1001,2021-11-03,Connecticut,5468079,2526246
1002,2021-11-03,Mississippi,3012516,1366355
1005,2021-11-03,Pennsylvania,17811266,7776953
1008,2021-11-03,New Mexico,2855175,1305618
1009,2021-11-03,District of Columbia,1080466,442466
1010,2021-11-03,New York,27776964,13011106
1013,2021-11-03,Virginia,11897204,5400472
1014,2021-11-03,Nevada,3675224,1636890
1015,2021-11-03,Louisiana,4901061,2221472
1017,2021-11-03,Wisconsin,7426952,3402179
1019,2021-11-03,Ohio,13149330,6075081
1020,2021-11-03,California,54681532,24291924
1021,2021-11-03,Georgia,11600939,5141539
1022,2021-11-03,Arkansas,3275891,1452651
1023,2021-11-03,Minnesota,7287442,3383751
1024,2021-11-02,Louisiana,4888184,2219226
1026,2021-11-02,Georgia,11482176,5117009
1027,2021-11-02,Arizona,8854031,3873343
1028,2021-11-02,California,54511378,24260599
1030,2021-11-02,Rhode Island,1579259,752193
1031,2021-11-02,Connecticut,5453446,2524461
1033,2021-11-02,Tennessee,7513124,3263643
1035,2021-11-02,Idaho,1734163,785938
1036,2021-11-02,Nevada,3666863,1635320
1037,2021-11-02,Arkansas,3265658,1451106
1038,2021-11-02,Delaware,1323613,585425
1039,2021-11-02,Kentucky,4933551,2268640
1041,2021-11-02,Minnesota,7266552,3381479
1042,2021-11-02,Nebraska,2356925,1089739
1044,2021-11-02,Vermont,990301,445308
1045,2021-11-02,Florida,28703559,12850223
1047,2021-11-02,North Carolina,12458962,5533196
1048,2021-11-02,Kansas,3361815,1552942
1051,2021-11-02,Missouri,6829201,3059281
1052,2021-11-02,Texas,34736969,15501275
1053,2021-11-02,Alabama,4889817,2198533
1054,2021-11-02,New Mexico,2838622,1303949
1055,2021-11-02,Ohio,13106301,6070430
1056,2021-11-02,New York,27714684,12997106
1058,2021-11-02,Maine,1991085,950619
1059,2021-11-02,South Dakota,1037671,466877
1061,2021-11-02,Washington,10428348,4846302
1062,2021-11-02,Virginia,11864489,5395756
1063,2021-11-02,Iowa,3771944,1756210
1064,2021-11-02,Colorado,7793522,3555061
1065,2021-11-02,Maryland,8596264,4006398
1066,2021-11-02,Wyoming,578131,255199
1067,2021-11-02,New Jersey,12391439,5904254
1068,2021-11-02,Utah,3709478,1720598
1070,2021-11-02,Michigan,11566071,5351156
1071,2021-11-02,Massachusetts,10514213,4808517
1073,2021-11-02,Wisconsin,7403989,3399918
1074,2021-11-02,Oklahoma,4515047,1984181
1075,2021-11-02,Indiana,7269788,3359829
1076,2021-11-02,Montana,1202088,540802
1077,2021-11-02,District of Columbia,1077901,442058
1078,2021-11-02,Illinois,16307219,7668029
1079,2021-11-02,Oregon,5676808,2655832
1080,2021-11-02,Pennsylvania,17714957,7762882
1081,2021-11-02,North Dakota,811271,350614
1082,2021-11-02,South Carolina,5754682,2579532
1083,2021-11-02,Mississippi,2978295,1359729
1084,2021-11-02,New Hampshire,1942046,856832
1086,2021-11-02,West Virginia,1591258,735624
1089,2021-11-01,Oklahoma,4509104,1983104
1090,2021-11-01,Louisiana,4883872,2218262
1091,2021-11-01,North Dakota,811183,350588
1092,2021-11-01,Wisconsin,7391761,3397399
1093,2021-11-01,Kentucky,4928041,2267712
1094,2021-11-01,California,54438245,24246914
1095,2021-11-01,Rhode Island,1576399,751862
1096,2021-11-01,Ohio,13087885,6068003
1097,2021-11-01,Maine,1971186,948619
1098,2021-11-01,Iowa,3730570,1752613
1100,2021-11-01,Florida,28662067,12843259
1102,2021-11-01,District of Columbia,1075707,441694
1103,2021-11-01,Colorado,7778952,3553130
1104,2021-11-01,Massachusetts,10497183,4806490
1106,2021-11-01,Vermont,985750,444987
1107,2021-11-01,North Carolina,12437996,5530687
1108,2021-11-01,Maryland,8568890,4003189
1109,2021-11-01,South Carolina,5746252,2577829
1110,2021-11-01,Connecticut,5444664,2523423
1111,2021-11-01,New Jersey,12354966,5899910
1112,2021-11-01,New Hampshire,1926363,855109
1115,2021-11-01,Illinois,16270750,7663224
1116,2021-11-01,Virginia,11834418,5391990
1117,2021-11-01,Texas,34656838,15491836
1120,2021-11-01,Arizona,8839037,3870604
1121,2021-11-01,Arkansas,3262828,1450592
1122,2021-11-01,Michigan,11549214,5349425
1123,2021-11-01,Wyoming,569216,254047
1124,2021-11-01,Montana,1191848,539616
1125,2021-11-01,Washington,10326133,4834379
1126,2021-11-01,Mississippi,2978295,1359593
1127,2021-11-01,Pennsylvania,17711617,7762127
1130,2021-11-01,Georgia,11482155,5116762
1131,2021-11-01,Delaware,1290754,581639
1132,2021-11-01,Minnesota,7259117,3380551
1133,2021-11-01,Nevada,3660182,1633992
1134,2021-11-01,New York,27675569,12987792
1135,2021-11-01,Indiana,7262261,3358967
1137,2021-11-01,West Virginia,1590951,735525
1139,2021-11-01,New Mexico,2835542,1303647
1140,2021-11-01,Tennessee,7457981,3254928
1141,2021-11-01,Idaho,1730965,785471
1142,2021-11-01,Kansas,3356936,1552013
1143,2021-11-01,Utah,3699513,1717822
1144,2021-11-01,Nebraska,2337486,1087880
1145,2021-11-01,Oregon,5652352,2652286
1146,2021-11-01,Alabama,4884730,2197549
1148,2021-11-01,South Dakota,1028777,465717
1150,2021-11-01,Missouri,6820795,3058036
1153,2021-10-31,Louisiana,4883767,2218162
1154,2021-10-31,Massachusetts,10464368,4803060
1157,2021-10-31,North Carolina,12392745,5524537
1158,2021-10-31,Tennessee,7457778,3254781
1159,2021-10-31,Kansas,3348974,1550938
1161,2021-10-31,Montana,1191797,539588
1162,2021-10-31,Nevada,3648724,1632008
1163,2021-10-31,Washington,10326063,4834257
1164,2021-10-31,Wyoming,569168,254028
1165,2021-10-31,Florida,28594539,12832435
1166,2021-10-31,New Mexico,2829415,1302961
1168,2021-10-31,Delaware,1290723,581584
1169,2021-10-31,Illinois,16217117,7656805
1170,2021-10-31,Maine,1970022,948503
1171,2021-10-31,Alabama,4874827,2195532
1173,2021-10-31,New Jersey,12334361,5897400
1174,2021-10-31,North Dakota,803404,349780
1176,2021-10-31,Utah,3699512,1717796
1177,2021-10-31,Minnesota,7237372,3378302
1178,2021-10-31,New York,27632406,12978653
1180,2021-10-31,Georgia,11481688,5116398
1181,2021-10-31,Oklahoma,4501331,1981645
1182,2021-10-31,Texas,34598563,15481485
1183,2021-10-31,Rhode Island,1571070,751359
1184,2021-10-31,Oregon,5651843,2652242
1186,2021-10-31,West Virginia,1590905,735450
1187,2021-10-31,Arizona,8814272,3866294
1188,2021-10-31,Iowa,3730566,1752576
1189,2021-10-31,South Carolina,5730131,2574674
1190,2021-10-31,Nebraska,2336339,1087821
1192,2021-10-31,Arkansas,3256987,1449656
1193,2021-10-31,Connecticut,5401889,2519770
1195,2021-10-31,Ohio,13051101,6063992
1196,2021-10-31,Vermont,980062,444573
1197,2021-10-31,Kentucky,4914845,2265793
1198,2021-10-31,Indiana,7245521,3357431
1199,2021-10-31,Idaho,1725915,784884
1200,2021-10-31,Colorado,7748753,3549708
1201,2021-10-31,Pennsylvania,17661174,7756019
1204,2021-10-31,Missouri,6819845,3057925
1205,2021-10-31,South Dakota,1028110,465631
1206,2021-10-31,California,54303185,24224020
1207,2021-10-31,Mississippi,2978090,1359519
1208,2021-10-31,Wisconsin,7374991,3395756
1210,2021-10-31,Virginia,11792158,5386168
1212,2021-10-31,Maryland,8551141,4000814
1213,2021-10-31,District of Columbia,1072463,441210
1214,2021-10-31,New Hampshire,1915934,854430
1215,2021-10-31,Michigan,11517164,5346511
1217,2021-10-30,North Dakota,803017,349728
1219,2021-10-30,Indiana,7210543,3353683
1220,2021-10-30,Idaho,1716150,783543
1222,2021-10-30,Georgia,11480849,5115884
1223,2021-10-30,Washington,10325750,4834034
1224,2021-10-30,Florida,28505389,12817639
1225,2021-10-30,Rhode Island,1564114,750690
1226,2021-10-30,Vermont,974504,444177
1227,2021-10-30,Colorado,7711418,3545185
1228,2021-10-30,Texas,34509513,15467426
1229,2021-10-30,New Jersey,12301100,5892769
1230,2021-10-30,Louisiana,4866322,2215113
1231,2021-10-30,Connecticut,5401036,2519552
1234,2021-10-30,West Virginia,1590407,735285
1235,2021-10-30,Maryland,8488788,3993457
1236,2021-10-30,Maine,1968998,948372
1238,2021-10-30,Oklahoma,4482475,1977502
1240,2021-10-30,Kansas,3333130,1548933
1242,2021-10-30,New Mexico,2819865,1301847
1244,2021-10-30,Nebraska,2335904,1087752
1245,2021-10-30,Iowa,3730247,1752463
1246,2021-10-30,New Hampshire,1913579,854174
1248,2021-10-30,South Carolina,5708792,2570826
1249,2021-10-30,Alabama,4866607,2194074
1250,2021-10-30,South Dakota,1027480,465482
1251,2021-10-30,Arkansas,3243552,1447483
1252,2021-10-30,California,54091213,24189900
1253,2021-10-30,Arizona,8786281,3861457
1255,2021-10-30,Wisconsin,7341635,3392589
1256,2021-10-30,Pennsylvania,17593729,7746462
1257,2021-10-30,Mississippi,2977710,1359342
1258,2021-10-30,New York,27550651,12960521
1259,2021-10-30,Utah,3699220,1717730
1260,2021-10-30,Oregon,5626005,2649886
1263,2021-10-30,Ohio,12991031,6058403
1264,2021-10-30,Nevada,3636422,1629868
1265,2021-10-30,Wyoming,568969,253968
1266,2021-10-30,Delaware,1290577,581483
1267,2021-10-30,Massachusetts,10425045,4798860
1268,2021-10-30,Kentucky,4891252,2261057
1269,2021-10-30,Minnesota,7201341,3374431
1270,2021-10-30,Michigan,11468579,5342043
1271,2021-10-30,North Carolina,12347937,5517974
1272,2021-10-30,Tennessee,7457053,3254481
1273,2021-10-30,Virginia,11742275,5379511
1275,2021-10-30,Missouri,6801841,3055514
1276,2021-10-30,Illinois,16098900,7642317
1277,2021-10-30,District of Columbia,1068582,440542
1279,2021-10-30,Montana,1191554,539511
1280,2021-10-29,New Jersey,12258776,5887103
1281,2021-10-29,Delaware,1290456,581433
1282,2021-10-29,Ohio,12929897,6052062
1283,2021-10-29,Rhode Island,1558204,749548
1284,2021-10-29,Nevada,3624178,1627621
1286,2021-10-29,Wyoming,568759,253866
1287,2021-10-29,Colorado,7680360,3541185
1288,2021-10-29,Maryland,8488592,3993151
1289,2021-10-29,Arkansas,3231698,1445566
1290,2021-10-29,Virginia,11693835,5373361
1291,2021-10-29,Oregon,5602359,2647474
1292,2021-10-29,New York,27471913,12942958
1293,2021-10-29,California,53909375,24159427
1294,2021-10-29,Utah,3665196,1707724
1295,2021-10-29,New Hampshire,1908129,853808
1297,2021-10-29,Kentucky,4870931,2258211
1298,2021-10-29,Washington,10285260,4829110
1299,2021-10-29,Indiana,7182385,3350866
1300,2021-10-29,North Carolina,12294458,5510722
1301,2021-10-29,Mississippi,2977515,1359195
1302,2021-10-29,Vermont,968719,443715
1303,2021-10-29,District of Columbia,1064889,440105
1305,2021-10-29,Michigan,11421987,5337811
1309,2021-10-29,West Virginia,1589638,735083
1310,2021-10-29,New Mexico,2811799,1300930
1312,2021-10-29,Idaho,1708246,782367
1314,2021-10-29,Louisiana,4847163,2211703
1315,2021-10-29,Nebraska,2327593,1086941
1316,2021-10-29,North Dakota,797989,349103
1319,2021-10-29,South Carolina,5689244,2567410
1320,2021-10-29,Georgia,11360728,5092396
1321,2021-10-29,Tennessee,7428473,3250701
1322,2021-10-29,Massachusetts,10392465,4795313
1323,2021-10-29,Minnesota,7163740,3370390
1325,2021-10-29,Kansas,3318381,1546926
1326,2021-10-29,Missouri,6749321,3048768
1328,2021-10-29,Alabama,4847422,2190701
1329,2021-10-29,Iowa,3709734,1750790
1330,2021-10-29,Illinois,16021670,7630347
1332,2021-10-29,Arizona,8757052,3856438
1333,2021-10-29,Maine,1958722,947441
1334,2021-10-29,Wisconsin,7306428,3389053
1335,2021-10-29,South Dakota,1021666,464752
1336,2021-10-29,Montana,1184459,538637
1337,2021-10-29,Florida,28417402,12804444
1338,2021-10-29,Oklahoma,4465341,1974847
1341,2021-10-29,Texas,34401476,15452632
1342,2021-10-29,Connecticut,5379321,2517628
1343,2021-10-29,Pennsylvania,17515023,7735275
1344,2021-10-28,New Jersey,12217932,5881358
1345,2021-10-28,Virginia,11691565,5372576
1346,2021-10-28,Iowa,3690242,1748251
1347,2021-10-28,North Dakota,794566,348554
1350,2021-10-28,South Dakota,1016852,464077
1351,2021-10-28,Vermont,964013,443246
1352,2021-10-28,Texas,34292378,15432142
1353,2021-10-28,New York,27387977,12924107
1354,2021-10-28,Florida,28354807,12793276
1355,2021-10-28,Idaho,1699050,780855
1358,2021-10-28,Georgia,11360060,5091916
1359,2021-10-28,Kentucky,5282155,2441766
1362,2021-10-28,Minnesota,7135788,3367124
1363,2021-10-28,Louisiana,4831989,2208860
1364,2021-10-28,West Virginia,1588844,734879
1366,2021-10-28,Nevada,3612712,1625323
1367,2021-10-28,Michigan,11374039,5332993
1368,2021-10-28,New Mexico,2800041,1299579
1369,2021-10-28,Maine,1948534,946354
1370,2021-10-28,South Carolina,5668206,2563956
1371,2021-10-28,District of Columbia,1055543,439077
1372,2021-10-28,Oklahoma,4448436,1972206
1373,2021-10-28,Ohio,12861705,6046207
1374,2021-10-28,Massachusetts,10356035,4791152
1375,2021-10-28,Indiana,7143665,3345526
1376,2021-10-28,Delaware,1290314,581375
1377,2021-10-28,Mississippi,2957744,1355557
1378,2021-10-28,Kansas,3304696,1545017
1379,2021-10-28,Connecticut,5357571,2515556
1381,2021-10-28,Arizona,8727934,3851270
1382,2021-10-28,Maryland,8488260,3992506
1383,2021-10-28,Utah,3664969,1707653
1384,2021-10-28,Montana,1178365,537870
1386,2021-10-28,Nebraska,2318461,1085937
1389,2021-10-28,Colorado,7651943,3537500
1390,2021-10-28,New Hampshire,1901441,853265
1391,2021-10-28,Illinois,15705319,6898819
1392,2021-10-28,Rhode Island,1552354,748968
1393,2021-10-28,Pennsylvania,17447607,7724871
1394,2021-10-28,Alabama,4827200,2187378
1395,2021-10-28,Washington,10249518,4823928
1396,2021-10-28,Missouri,6724837,3044188
1397,2021-10-28,Wisconsin,7273809,3384470
1398,2021-10-28,Tennessee,7397726,3246755
1399,2021-10-28,Arkansas,3216545,1442790
1402,2021-10-28,California,53719846,24126229
1404,2021-10-28,Wyoming,565644,253414
1405,2021-10-28,Oregon,5579756,2644914
1406,2021-10-28,North Carolina,12251122,5504519
1408,2021-10-27,District of Columbia,1055341,438857
1409,2021-10-27,Rhode Island,1543228,748116
1410,2021-10-27,Nevada,3597492,1622453
1411,2021-10-27,Maine,1938217,945153
1412,2021-10-27,Oklahoma,4428587,1969120
1413,2021-10-27,New Mexico,2785978,1298056
1414,2021-10-27,Vermont,960686,442854
1415,2021-10-27,Pennsylvania,17298592,7702802
1416,2021-10-27,Washington,10212125,4818276
1417,2021-10-27,Missouri,6698541,3040572
1418,2021-10-27,Arizona,8693284,3844830
1420,2021-10-27,North Dakota,791214,348057
1421,2021-10-27,New York,27303379,12904040
1422,2021-10-27,New Jersey,12178316,5875572
1423,2021-10-27,Ohio,12811065,6040206
1425,2021-10-27,New Hampshire,1898613,853005
1426,2021-10-27,South Dakota,1012993,463507
